agent_id,agent_name,contact_number,agency_name,experience_years,booking_id
A2216,William Gibson,6382752093,Prime Realty,3,B2216
A2217,Charles Scott,6382752094,Prime Realty,6,B2217
A2218,Mark Dickerman,6382752095,Prime Realty,6,B2218
A2219,Roni Leggette,6382752096,Prime Realty,3,B2219
A2220,Alice Brown,6382752097,Prime Realty,5,B2220
A2221,Tuyet Roiger,6382752098,Prime Realty,5,B2221
A2222,Deborah White,6382752099,Prime Realty,6,B2222
A2223,Luis Donaldson,6382752100,Prime Realty,6,B2223
A2224,Heather Gleeson,6382752101,Prime Realty,3,B2224
A2225,Ernestine Allen,6382752102,Prime Realty,3,B2225
A2226,Michael Pritchard,6382752103,Prime Realty,3,B2226
A2227,Anthony Picklesimer,6382752104,Prime Realty,4,B2227
A2228,Judy Crandell,6382752105,Prime Realty,5,B2228
A2229,Derek Schultz,6382752106,Prime Realty,6,B2229
A2230,Eddie Elgin,6382752107,Prime Realty,3,B2230
A2231,Patricia Cahal,6382752108,Prime Realty,4,B2231
A2232,Annie Carpenter,6382752109,Prime Realty,5,B2232
A2233,Johnathan Lorenzo,6382752110,Prime Realty,6,B2233
A2234,Holly Malick,6382752111,Prime Realty,6,B2234
A2235,Steven Mata,6382752112,Prime Realty,3,B2235
A2236,Mark Rudy,6382752113,Prime Realty,5,B2236
A2237,Marilyn Combest,6382752114,Prime Realty,6,B2237
A2238,Ruth Gershon,6382752115,Prime Realty,5,B2238
A2239,Marion Sanchez,6382752116,Prime Realty,3,B2239
A2240,Anna Persing,6382752117,Prime Realty,6,B2240
A2241,Jennifer Jackson,6382752118,Prime Realty,6,B2241
A2242,Al Jones,6382752119,Prime Realty,5,B2242
A2243,James Johnson,6382752120,Prime Realty,6,B2243
A2244,Jack Latimer,6382752121,Prime Realty,5,B2244
A2245,Jonathan Isham,6382752122,Prime Realty,6,B2245
A2246,Margaret Gess,6382752123,Prime Realty,5,B2246
A2247,Samantha Harris,6382752124,Prime Realty,5,B2247
A2248,Patricia Lee,6382752125,Prime Realty,6,B2248
A2249,Daryl Daly,6382752126,Prime Realty,5,B2249
A2250,Mary Williams,6382752127,Prime Realty,4,B2250
A2251,Dennis Kent,6382752128,Prime Realty,6,B2251
A2252,Tony Saumier,6382752129,Prime Realty,4,B2252
A2253,Emily Cohen,6382752130,Prime Realty,4,B2253
A2254,Sarah Braatz,6382752131,Prime Realty,4,B2254
A2255,John Hudgins,6382752132,Prime Realty,3,B2255
A2256,Robin Rossi,6382752133,Prime Realty,5,B2256
A2257,David Mohler,6382752134,Prime Realty,5,B2257
A2258,James Stevens,6382752135,Prime Realty,6,B2258
A2259,James Lynch,6382752136,Prime Realty,6,B2259
A2260,Christopher Snyder,6382752137,Prime Realty,6,B2260
A2261,Carol Bertran,6382752138,Prime Realty,5,B2261
A2262,Mark Fields,6382752139,Prime Realty,6,B2262
A2263,Justin Collins,6382752140,Prime Realty,6,B2263
A2264,David Killer,6382752141,Prime Realty,3,B2264
A2265,William Hammock,6382752142,Prime Realty,5,B2265
A2266,Gary Hollinger,6382752143,Prime Realty,5,B2266
A2267,Dolores Riley,6382752144,Prime Realty,4,B2267
A2268,Dennis Frantz,6382752145,Prime Realty,3,B2268
A2269,Carla Knotts,6382752146,Prime Realty,3,B2269
A2270,Walter Lowe,6382752147,Prime Realty,4,B2270
A2271,Mary Bank,6382752148,Prime Realty,5,B2271
A2272,Richard Kim,6382752149,Prime Realty,3,B2272
A2273,Henry Denning,6382752150,Prime Realty,4,B2273
A2274,Norman Larose,6382752151,Prime Realty,6,B2274
A2275,Mary Singh,6382752152,Prime Realty,4,B2275
A2276,Judi Weber,6382752153,Prime Realty,3,B2276
A2277,Jasmin Dillon,6382752154,Prime Realty,5,B2277
A2278,Scott Cagle,6382752155,Prime Realty,5,B2278
A2279,Eric Miser,6382752156,Prime Realty,4,B2279
A2280,John Reynolds,6382752157,Prime Realty,3,B2280
A2281,Maria Adams,6382752158,Prime Realty,5,B2281
A2282,Sharon Swan,6382752159,Prime Realty,3,B2282
A2283,Gloria Ford,6382752160,Prime Realty,5,B2283
A2284,Jacob Coffman,6382752161,Prime Realty,4,B2284
A2285,Jeffery Rotella,6382752162,Prime Realty,6,B2285
A2286,Lottie Barrett,6382752163,Prime Realty,5,B2286
A2287,Patricia Moody,6382752164,Prime Realty,6,B2287
A2288,Keith Bateman,6382752165,Prime Realty,3,B2288
A2289,Lillie Rogers,6382752166,Prime Realty,4,B2289
A2290,Henry Pein,6382752167,Prime Realty,4,B2290
A2291,Robert Hatmaker,6382752168,Prime Realty,5,B2291
A2292,Laura Sevilla,6382752169,Prime Realty,6,B2292
A2293,Mary Harris,6382752170,Prime Realty,4,B2293
A2294,Lakeisha Behr,6382752171,Prime Realty,6,B2294
A2295,Barbara Noble,6382752172,Prime Realty,4,B2295
A2296,Samuel Westphal,6382752173,Prime Realty,6,B2296
A2297,Charles Griffin,6382752174,Prime Realty,3,B2297
A2298,Kristina Murphy,6382752175,Prime Realty,6,B2298
A2299,Dianne Dunlop,6382752176,Prime Realty,6,B2299
A2300,Dodie Taylor,6382752177,Prime Realty,5,B2300
A2301,James Harris,6382752178,Prime Realty,4,B2301
A2302,Joshua Mcdonald,6382752179,Prime Realty,3,B2302
A2303,Paris Gregg,6382752180,Prime Realty,4,B2303
A2304,Corey Rubin,6382752181,Prime Realty,3,B2304
A2305,Junita Rahn,6382752182,Prime Realty,4,B2305
A2306,Christine Mathis,6382752183,Prime Realty,4,B2306
A2307,Ernie Brawley,6382752184,Prime Realty,5,B2307
A2308,Billy Garcia,6382752185,Prime Realty,5,B2308
A2309,Mattie Barrett,6382752186,Prime Realty,3,B2309
A2310,Guadalupe Shepherd,6382752187,Prime Realty,6,B2310
A2311,Travis Flores,6382752188,Prime Realty,5,B2311
A2312,Eric Hesson,6382752189,Prime Realty,3,B2312
A2313,Esmeralda Ross,6382752190,Prime Realty,5,B2313
A2314,Melissa Creed,6382752191,Prime Realty,3,B2314
A2315,Richard Kratky,6382752192,Prime Realty,3,B2315
A2316,William Greene,6382752193,Prime Realty,4,B2316
A2317,Robert Wright,6382752194,Prime Realty,6,B2317
A2318,John Pitcock,6382752195,Prime Realty,3,B2318
A2319,Keneth Hull,6382752196,Prime Realty,4,B2319
A2320,Bradley Anderson,6382752197,Prime Realty,6,B2320
A2321,Rolando Westbrook,6382752198,Prime Realty,5,B2321
A2322,Enrique Love,6382752199,Prime Realty,5,B2322
A2323,Kathleen Aguirre,6382752200,Prime Realty,5,B2323
A2324,Allen Beck,6382752201,Prime Realty,6,B2324
A2325,Joseph Cole,6382752202,Prime Realty,6,B2325
A2326,James Black,6382752203,Prime Realty,5,B2326
A2327,Pauline Friesner,6382752204,Prime Realty,4,B2327
A2328,Christopher Whiteis,6382752205,Prime Realty,3,B2328
A2329,Leonard Duncan,6382752206,Prime Realty,3,B2329
A2330,Bessie Drozd,6382752207,Prime Realty,4,B2330
A2331,Kenneth Mendoza,6382752208,Prime Realty,5,B2331
A2332,Clifford Steil,6382752209,Prime Realty,3,B2332
A2333,Margaret Holland,6382752210,Prime Realty,3,B2333
A2334,Henry Labree,6382752211,Prime Realty,5,B2334
A2335,Jaclyn Chamberlain,6382752212,Prime Realty,5,B2335
A2336,Clark Rawe,6382752213,Prime Realty,5,B2336
A2337,Josefina Jondle,6382752214,Prime Realty,4,B2337
A2338,Eleanor Wheeler,6382752215,Prime Realty,4,B2338
A2339,Alma Black,6382752216,Prime Realty,4,B2339
A2340,Lucille Wilde,6382752217,Prime Realty,5,B2340
A2341,Lidia Bruce,6382752218,Prime Realty,3,B2341
A2342,Robert King,6382752219,Prime Realty,6,B2342
A2343,Thomas Lanoue,6382752220,Prime Realty,5,B2343
A2344,Ethel Jacobson,6382752221,Prime Realty,6,B2344
A2345,Theron Currie,6382752222,Prime Realty,4,B2345
A2346,Enoch Barron,6382752223,Prime Realty,4,B2346
A2347,Deborah Johnson,6382752224,Prime Realty,4,B2347
A2348,Antoinette Tennon,6382752225,Prime Realty,6,B2348
A2349,Herbert Thomas,6382752226,Prime Realty,3,B2349
A2350,John Hines,6382752227,Prime Realty,5,B2350
A2351,Dawn Martin,6382752228,Prime Realty,5,B2351
A2352,Ronald Culpepper,6382752229,Prime Realty,5,B2352
A2353,Eric Busch,6382752230,Prime Realty,6,B2353
A2354,Carol Rice,6382752231,Prime Realty,5,B2354
A2355,Jeffrey Meyer,6382752232,Prime Realty,6,B2355
A2356,Charles Dibble,6382752233,Prime Realty,4,B2356
A2357,Michael Farmer,6382752234,Prime Realty,4,B2357
A2358,Nancy Ellis,6382752235,Prime Realty,3,B2358
A2359,Linda Lewis,6382752236,Prime Realty,4,B2359
A2360,Jonathan Kohan,6382752237,Prime Realty,5,B2360
A2361,Frank Arnold,6382752238,Prime Realty,5,B2361
A2362,James Robles,6382752239,Prime Realty,3,B2362
A2363,Leah Childs,6382752240,Prime Realty,6,B2363
A2364,Denise Taylor,6382752241,Prime Realty,6,B2364
A2365,Gilbert Moore,6382752242,Prime Realty,5,B2365
A2366,Melissa Smith,6382752243,Prime Realty,3,B2366
A2367,Deborah Durrance,6382752244,Prime Realty,6,B2367
A2368,Marylin Wallace,6382752245,Prime Realty,3,B2368
A2369,John Hayes,6382752246,Prime Realty,6,B2369
A2370,Alice Cleavenger,6382752247,Prime Realty,6,B2370
A2371,Larry Pribbenow,6382752248,Prime Realty,6,B2371
A2372,Betty Griggs,6382752249,Prime Realty,6,B2372
A2373,Nicole Brooks,6382752250,Prime Realty,6,B2373
A2374,Allison Crabtree,6382752251,Prime Realty,4,B2374
A2375,Joanne Peterson,6382752252,Prime Realty,4,B2375
A2376,Alan Burkhalter,6382752253,Prime Realty,6,B2376
A2377,Silvia Gibson,6382752254,Prime Realty,3,B2377
A2378,Fred Rowland,6382752255,Prime Realty,6,B2378
A2379,Sandi Hampton,6382752256,Prime Realty,6,B2379
A2380,Kathleen Houston,6382752257,Prime Realty,5,B2380
A2381,Jama Pollard,6382752258,Prime Realty,3,B2381
A2382,Anna Wehrley,6382752259,Prime Realty,6,B2382
A2383,Nickole Harris,6382752260,Prime Realty,4,B2383
A2384,Wayne Zeigler,6382752261,Prime Realty,5,B2384
A2385,James Williamston,6382752262,Prime Realty,4,B2385
A2386,Norma Gutierrez,6382752263,Prime Realty,3,B2386
A2387,Antonio Saltsman,6382752264,Prime Realty,4,B2387
A2388,Jimmie Reynolds,6382752265,Prime Realty,5,B2388
A2389,Nellie Rademacher,6382752266,Prime Realty,4,B2389
A2390,Anne Reitan,6382752267,Prime Realty,6,B2390
A2391,Michael Beede,6382752268,Prime Realty,4,B2391
A2392,James Tate,6382752269,Prime Realty,6,B2392
A2393,Jody Blalock,6382752270,Prime Realty,4,B2393
A2394,Belinda Deubler,6382752271,Prime Realty,5,B2394
A2395,Robert Crouch,6382752272,Prime Realty,5,B2395
A2396,Thad Carroll,6382752273,Prime Realty,6,B2396
A2397,Rodger Harris,6382752274,Prime Realty,6,B2397
A2398,Lorraine Rice,6382752275,Prime Realty,6,B2398
A2399,David Baudino,6382752276,Prime Realty,6,B2399
A2400,Linda Keller,6382752277,Prime Realty,4,B2400
A2401,John Worton,6382752278,Prime Realty,4,B2401
A2402,Harold Mulchrone,6382752279,Prime Realty,5,B2402
A2403,Robert Bell,6382752280,Prime Realty,6,B2403
A2404,Onie Cave,6382752281,Prime Realty,4,B2404
A2405,Jaime Breeding,6382752282,Prime Realty,3,B2405
A2406,Jose Rines,6382752283,Prime Realty,5,B2406
A2407,Tyler Ingram,6382752284,Prime Realty,6,B2407
A2408,Noah Goyne,6382752285,Prime Realty,3,B2408
A2409,Rosa Lobendahn,6382752286,Prime Realty,5,B2409
A2410,John William,6382752287,Prime Realty,3,B2410
A2411,Ida Osborne,6382752288,Prime Realty,6,B2411
A2412,Jerry Heming,6382752289,Prime Realty,4,B2412
A2413,Lon Williams,6382752290,Prime Realty,5,B2413
A2414,Kathryn Tong,6382752291,Prime Realty,5,B2414
A2415,Maria Thomas,6382752292,Prime Realty,3,B2415
A2416,Jim Beers,6382752293,Prime Realty,4,B2416
A2417,Stewart Mackenzie,6382752294,Prime Realty,6,B2417
A2418,Carleen Urbina,6382752295,Prime Realty,4,B2418
A2419,James Williams,6382752296,Prime Realty,5,B2419
A2420,Myrtle Mccall,6382752297,Prime Realty,3,B2420
A2421,Melvin Destina,6382752298,Prime Realty,3,B2421
A2422,Roger Newland,6382752299,Prime Realty,6,B2422
A2423,George Tomes,6382752300,Prime Realty,5,B2423
A2424,Eric Palczynski,6382752301,Prime Realty,4,B2424
A2425,David Krause,6382752302,Prime Realty,4,B2425
A2426,John Inman,6382752303,Prime Realty,5,B2426
A2427,Kyle Larson,6382752304,Prime Realty,6,B2427
A2428,Moses Carl,6382752305,Prime Realty,6,B2428
A2429,Ethel Johnson,6382752306,Prime Realty,3,B2429
A2430,Casey Eaton,6382752307,Prime Realty,5,B2430
A2431,Lee Williams,6382752308,Prime Realty,6,B2431
A2432,Bobby Chee,6382752309,Prime Realty,5,B2432
A2433,Dorothy Coy,6382752310,Prime Realty,5,B2433
A2434,Jim Poe,6382752311,Prime Realty,6,B2434
A2435,Laurie Skinner,6382752312,Prime Realty,5,B2435
A2436,Carl Mcnair,6382752313,Prime Realty,5,B2436
A2437,Sol Jarvis,6382752314,Prime Realty,4,B2437
A2438,Carla Mccroskey,6382752315,Prime Realty,3,B2438
A2439,Ramon Burrage,6382752316,Prime Realty,4,B2439
A2440,Leslie Schardein,6382752317,Prime Realty,5,B2440
A2441,Nancy Vandenbosch,6382752318,Prime Realty,4,B2441
A2442,Karen Starling,6382752319,Prime Realty,4,B2442
A2443,Francisco Hedrick,6382752320,Prime Realty,3,B2443
A2444,Joyce Blythe,6382752321,Prime Realty,6,B2444
A2445,Rich Rosemond,6382752322,Prime Realty,4,B2445
A2446,Christina Chambers,6382752323,Prime Realty,5,B2446
A2447,April King,6382752324,Prime Realty,5,B2447
A2448,James Larsen,6382752325,Prime Realty,3,B2448
A2449,Billy Warren,6382752326,Prime Realty,3,B2449
A2450,Frances Crone,6382752327,Prime Realty,3,B2450
A2451,Mildred German,6382752328,Prime Realty,3,B2451
A2452,Marylee Stringer,6382752329,Prime Realty,5,B2452
A2453,Timothy Gallegos,6382752330,Prime Realty,3,B2453
A2454,Rebecca Cotton,6382752331,Prime Realty,6,B2454
A2455,Helen Witherspoon,6382752332,Prime Realty,6,B2455
A2456,Warren Gatton,6382752333,Prime Realty,6,B2456
A2457,Terry Wooton,6382752334,Prime Realty,4,B2457
A2458,Jose Lackey,6382752335,Prime Realty,4,B2458
A2459,Thomas Giron,6382752336,Prime Realty,4,B2459
A2460,Ivan Mccabe,6382752337,Prime Realty,3,B2460
A2461,Edwin Avant,6382752338,Prime Realty,5,B2461
A2462,Judith Vasquez,6382752339,Prime Realty,4,B2462
A2463,Linwood Stoneburner,6382752340,Prime Realty,4,B2463
A2464,Jacob King,6382752341,Prime Realty,6,B2464
A2465,Velma Payne,6382752342,Prime Realty,5,B2465
A2466,James Clark,6382752343,Prime Realty,6,B2466
A2467,Marion Spencer,6382752344,Prime Realty,6,B2467
A2468,Kristin Blevins,6382752345,Prime Realty,4,B2468
A2469,Joseph Rountree,6382752346,Prime Realty,3,B2469
A2470,Maria Brown,6382752347,Prime Realty,5,B2470
A2471,Chelsea Shaffer,6382752348,Prime Realty,3,B2471
A2472,Malinda Felan,6382752349,Prime Realty,6,B2472
A2473,Carrie Moses,6382752350,Prime Realty,4,B2473
A2474,Edward Williams,6382752351,Prime Realty,5,B2474
A2475,Elda Santiago,6382752352,Prime Realty,5,B2475
A2476,Jackie Romo,6382752353,Prime Realty,5,B2476
A2477,Natasha Butler,6382752354,Prime Realty,5,B2477
A2478,Lloyd Martinez,6382752355,Prime Realty,5,B2478
A2479,Mary Baer,6382752356,Prime Realty,3,B2479
A2480,Edward Lowe,6382752357,Prime Realty,5,B2480
A2481,Helen Urias,6382752358,Prime Realty,4,B2481
A2482,Nancy Gratton,6382752359,Prime Realty,3,B2482
A2483,Lindy Mcgahan,6382752360,Prime Realty,4,B2483
A2484,Scott Ferretti,6382752361,Prime Realty,6,B2484
A2485,Angie Heinzen,6382752362,Prime Realty,5,B2485
A2486,Jennifer Drown,6382752363,Prime Realty,3,B2486
A2487,Jane Smith,6382752364,Prime Realty,4,B2487
A2488,Shandra Hernandez,6382752365,Prime Realty,4,B2488
A2489,Linda Macdowell,6382752366,Prime Realty,5,B2489
A2490,Patrick Kazin,6382752367,Prime Realty,4,B2490
A2491,John Mitchell,6382752368,Prime Realty,5,B2491
A2492,Gary Brewington,6382752369,Prime Realty,4,B2492
A2493,Marcia Wadsworth,6382752370,Prime Realty,3,B2493
A2494,Monica Johnson,6382752371,Prime Realty,6,B2494
A2495,Angel Kidd,6382752372,Prime Realty,6,B2495
A2496,Viola Bond,6382752373,Prime Realty,5,B2496
A2497,Susan Barkett,6382752374,Prime Realty,6,B2497
A2498,Jason Wedgewood,6382752375,Prime Realty,4,B2498
A2499,Cari Girouard,6382752376,Prime Realty,5,B2499
A2500,Joyce Bradley,6382752377,Prime Realty,5,B2500
A2501,John Lustig,6382752378,Prime Realty,3,B2501
A2502,Joe Patterson,6382752379,Prime Realty,6,B2502
A2503,George Taylor,6382752380,Prime Realty,5,B2503
A2504,Kevin Wilkerson,6382752381,Prime Realty,3,B2504
A2505,James Cummins,6382752382,Prime Realty,3,B2505
A2506,Mary Villa,6382752383,Prime Realty,6,B2506
A2507,Gina Kelly,6382752384,Prime Realty,6,B2507
A2508,Curtis Henry,6382752385,Prime Realty,4,B2508
A2509,Sara Ivey,6382752386,Prime Realty,4,B2509
A2510,Bobby Boothe,6382752387,Prime Realty,4,B2510
A2511,Betty Botti,6382752388,Prime Realty,4,B2511
A2512,Brian Young,6382752389,Prime Realty,3,B2512
A2513,John Turk,6382752390,Prime Realty,5,B2513
A2514,Shannon Canty,6382752391,Prime Realty,6,B2514
A2515,Loretta Gallagher,6382752392,Prime Realty,3,B2515
A2516,Randy Davis,6382752393,Prime Realty,3,B2516
A2517,Matthew Espinoza,6382752394,Prime Realty,3,B2517
A2518,John Rodriquez,6382752395,Prime Realty,6,B2518
A2519,Daniel Royal,6382752396,Prime Realty,4,B2519
A2520,Judy Chiarelli,6382752397,Prime Realty,5,B2520
A2521,Carmen Gallagher,6382752398,Prime Realty,5,B2521
A2522,Freda Morris,6382752399,Prime Realty,3,B2522
A2523,Rita Avilla,6382752400,Prime Realty,5,B2523
A2524,Annmarie Samayoa,6382752401,Prime Realty,3,B2524
A2525,Laura Clingan,6382752402,Prime Realty,5,B2525
A2526,Nathan Howard,6382752403,Prime Realty,3,B2526
A2527,Russell Norton,6382752404,Prime Realty,6,B2527
A2528,Frieda Levels,6382752405,Prime Realty,6,B2528
A2529,John Evans,6382752406,Prime Realty,4,B2529
A2530,Noel Smith,6382752407,Prime Realty,3,B2530
A2531,Christena Whitson,6382752408,Prime Realty,6,B2531
A2532,Robert Higgs,6382752409,Prime Realty,3,B2532
A2533,Chester Guerra,6382752410,Prime Realty,4,B2533
A2534,Jason Campbell,6382752411,Prime Realty,4,B2534
A2535,Ted Kirby,6382752412,Prime Realty,4,B2535
A2536,Carlos Smith,6382752413,Prime Realty,5,B2536
A2537,Nicholas Briseno,6382752414,Prime Realty,4,B2537
A2538,Richard Pawlicki,6382752415,Prime Realty,5,B2538
A2539,Norma Cabrera,6382752416,Prime Realty,4,B2539
A2540,Ethan Felipe,6382752417,Prime Realty,3,B2540
A2541,John Dowling,6382752418,Prime Realty,4,B2541
A2542,June Hart,6382752419,Prime Realty,4,B2542
A2543,Robert Vreeland,6382752420,Prime Realty,3,B2543
A2544,Barbara Wylie,6382752421,Prime Realty,4,B2544
A2545,James Mowatt,6382752422,Prime Realty,3,B2545
A2546,Eric Daniels,6382752423,Prime Realty,5,B2546
A2547,Lisa Acevedo,6382752424,Prime Realty,3,B2547
A2548,Angela Edington,6382752425,Prime Realty,5,B2548
A2549,Mark Anderson,6382752426,Prime Realty,3,B2549
A2550,Eleanor Childers,6382752427,Prime Realty,4,B2550
A2551,Jason Norris,6382752428,Prime Realty,6,B2551
A2552,Kelvin Beyers,6382752429,Prime Realty,3,B2552
A2553,Kathy Johnson,6382752430,Prime Realty,3,B2553
A2554,Laura Hein,6382752431,Prime Realty,4,B2554
A2555,Nancy Peters,6382752432,Prime Realty,3,B2555
A2556,Michelle Sanchez,6382752433,Prime Realty,5,B2556
A2557,John Glassman,6382752434,Prime Realty,3,B2557
A2558,Michelle Sanges,6382752435,Prime Realty,4,B2558
A2559,Randy Mckay,6382752436,Prime Realty,3,B2559
A2560,Clinton Obrien,6382752437,Prime Realty,4,B2560
A2561,Yolanda Randolph,6382752438,Prime Realty,4,B2561
A2562,Cassandra Robinson,6382752439,Prime Realty,3,B2562
A2563,Kenneth Cocks,6382752440,Prime Realty,3,B2563
A2564,John Halligan,6382752441,Prime Realty,5,B2564
A2565,Gladys Neri,6382752442,Prime Realty,5,B2565
A2566,Grace Cross,6382752443,Prime Realty,6,B2566
A2567,Rosa Morrison,6382752444,Prime Realty,4,B2567
A2568,Steven Turner,6382752445,Prime Realty,5,B2568
A2569,John Thornberry,6382752446,Prime Realty,6,B2569
A2570,Timothy Smith,6382752447,Prime Realty,4,B2570
A2571,Betty Clarke,6382752448,Prime Realty,6,B2571
A2572,Valarie Rich,6382752449,Prime Realty,3,B2572
A2573,Charles Margolis,6382752450,Prime Realty,6,B2573
A2574,Wendy Welch,6382752451,Prime Realty,3,B2574
A2575,Cruz Nave,6382752452,Prime Realty,3,B2575
A2576,Janet Favero,6382752453,Prime Realty,3,B2576
A2577,Robert Gray,6382752454,Prime Realty,6,B2577
A2578,Michele Johnson,6382752455,Prime Realty,5,B2578
A2579,James Fox,6382752456,Prime Realty,5,B2579
A2580,Lawrence Vellekamp,6382752457,Prime Realty,3,B2580
A2581,Samuel Mabe,6382752458,Prime Realty,5,B2581
A2582,Francisco Mcloughlin,6382752459,Prime Realty,5,B2582
A2583,Cynthia Abramowitz,6382752460,Prime Realty,3,B2583
A2584,Steven Koontz,6382752461,Prime Realty,5,B2584
A2585,Earline Nagase,6382752462,Prime Realty,6,B2585
A2586,Allison Lachance,6382752463,Prime Realty,3,B2586
A2587,Jessica Wright,6382752464,Prime Realty,3,B2587
A2588,David Mendoza,6382752465,Prime Realty,4,B2588
A2589,Vicente Walker,6382752466,Prime Realty,5,B2589
A2590,Kathy Ward,6382752467,Prime Realty,4,B2590
A2591,Gary Hund,6382752468,Prime Realty,4,B2591
A2592,Jack Akers,6382752469,Prime Realty,6,B2592
A2593,Sharon Rayford,6382752470,Prime Realty,4,B2593
A2594,Larry Pugh,6382752471,Prime Realty,6,B2594
A2595,Herman Hill,6382752472,Prime Realty,4,B2595
A2596,Deborah Smith,6382752473,Prime Realty,4,B2596
A2597,Jean Huff,6382752474,Prime Realty,6,B2597
A2598,Jay Dewolf,6382752475,Prime Realty,6,B2598
A2599,Arthur Johnson,6382752476,Prime Realty,4,B2599
A2600,Douglas White,6382752477,Prime Realty,4,B2600
A2601,Joe Welch,6382752478,Prime Realty,4,B2601
A2602,Thomas Conrad,6382752479,Prime Realty,5,B2602
A2603,Yvette Callender,6382752480,Prime Realty,3,B2603
A2604,John Davidson,6382752481,Prime Realty,5,B2604
A2605,Kenneth Henderson,6382752482,Prime Realty,3,B2605
A2606,Virginia Jacquemin,6382752483,Prime Realty,3,B2606
A2607,Sheila White,6382752484,Prime Realty,6,B2607
A2608,Jeffrey Stanley,6382752485,Prime Realty,5,B2608
A2609,Moises Hachting,6382752486,Prime Realty,3,B2609
A2610,Terry Klein,6382752487,Prime Realty,5,B2610
A2611,Edna Oconnell,6382752488,Prime Realty,5,B2611
A2612,Beverly Crumley,6382752489,Prime Realty,3,B2612
A2613,Caitlin Henson,6382752490,Prime Realty,5,B2613
A2614,Wendy Vasquez,6382752491,Prime Realty,3,B2614
A2615,Randy Schafer,6382752492,Prime Realty,3,B2615
A2616,Leighann Kinney,6382752493,Prime Realty,5,B2616
A2617,Beverly Walk,6382752494,Prime Realty,5,B2617
A2618,Peggy Lowery,6382752495,Prime Realty,4,B2618
A2619,Nancy Wallace,6382752496,Prime Realty,4,B2619
A2620,Gertrude Brennan,6382752497,Prime Realty,5,B2620
A2621,Kevin Russo,6382752498,Prime Realty,4,B2621
A2622,Jennifer Stpeter,6382752499,Prime Realty,6,B2622
A2623,Danielle Skerrett,6382752500,Prime Realty,3,B2623
A2624,Shane Richie,6382752501,Prime Realty,5,B2624
A2625,Patricia Figgins,6382752502,Prime Realty,3,B2625
A2626,Jeffrey Oquendo,6382752503,Prime Realty,4,B2626
A2627,Devon Mathis,6382752504,Prime Realty,3,B2627
A2628,Edythe Zweier,6382752505,Prime Realty,3,B2628
A2629,Lawrence Daffin,6382752506,Prime Realty,4,B2629
A2630,Dorothy Risley,6382752507,Prime Realty,3,B2630
A2631,Nicole Lambert,6382752508,Prime Realty,5,B2631
A2632,Joe Guy,6382752509,Prime Realty,5,B2632
A2633,Michael Robinson,6382752510,Prime Realty,4,B2633
A2634,Deborah Rowe,6382752511,Prime Realty,6,B2634
A2635,Ruth Smith,6382752512,Prime Realty,3,B2635
A2636,Michael Turner,6382752513,Prime Realty,5,B2636
A2637,Beth Harris,6382752514,Prime Realty,6,B2637
A2638,Gerald Gray,6382752515,Prime Realty,6,B2638
A2639,Claudia Phebus,6382752516,Prime Realty,6,B2639
A2640,Cynthia Crews,6382752517,Prime Realty,4,B2640
A2641,Michelle Baker,6382752518,Prime Realty,4,B2641
A2642,Mary Davis,6382752519,Prime Realty,3,B2642
A2643,David Lay,6382752520,Prime Realty,3,B2643
A2644,Steven Thompson,6382752521,Prime Realty,4,B2644
A2645,Rachel Kosky,6382752522,Prime Realty,5,B2645
A2646,Amy Riggs,6382752523,Prime Realty,4,B2646
A2647,Curtis Peer,6382752524,Prime Realty,5,B2647
A2648,Johnny Turner,6382752525,Prime Realty,5,B2648
A2649,Kim Haynes,6382752526,Prime Realty,6,B2649
A2650,Margaret Ballinger,6382752527,Prime Realty,6,B2650
A2651,Lilly Berends,6382752528,Prime Realty,5,B2651
A2652,Stephanie Ellis,6382752529,Prime Realty,5,B2652
A2653,Marion Waguespack,6382752530,Prime Realty,6,B2653
A2654,Lucinda Ellison,6382752531,Prime Realty,6,B2654
A2655,Tammy Pinnock,6382752532,Prime Realty,6,B2655
A2656,Terry Ruiz,6382752533,Prime Realty,6,B2656
A2657,Mary Jennings,6382752534,Prime Realty,5,B2657
A2658,Billy Bay,6382752535,Prime Realty,4,B2658
A2659,Karen Ludkowski,6382752536,Prime Realty,3,B2659
A2660,Ramona Murdock,6382752537,Prime Realty,6,B2660
A2661,Rose Searing,6382752538,Prime Realty,5,B2661
A2662,Leonard Ochoa,6382752539,Prime Realty,6,B2662
A2663,Dorothy Runion,6382752540,Prime Realty,3,B2663
A2664,Tom Green,6382752541,Prime Realty,6,B2664
A2665,Deborah Wenstrom,6382752542,Prime Realty,3,B2665
A2666,James Ward,6382752543,Prime Realty,6,B2666
A2667,Johnson Belmonte,6382752544,Prime Realty,5,B2667
A2668,Jeremiah Macchiaroli,6382752545,Prime Realty,5,B2668
A2669,Michael Tuley,6382752546,Prime Realty,4,B2669
A2670,Roseanne Monroe,6382752547,Prime Realty,4,B2670
A2671,Emily Gilmore,6382752548,Prime Realty,3,B2671
A2672,Mary Walker,6382752549,Prime Realty,5,B2672
A2673,Tamara Roberts,6382752550,Prime Realty,5,B2673
A2674,Harold Miles,6382752551,Prime Realty,4,B2674
A2675,Richard Lafave,6382752552,Prime Realty,6,B2675
A2676,Jeffrey Curren,6382752553,Prime Realty,5,B2676
